scenario,scenario_family,scenario_i,magnitude,backend,obefore_order,commit_every,mapsize_mb,repeat_reconcile,slice_begin_ts,slice_end_ts,step_in_slice,n_common_in_slice,n_a_only_in_slice,n_b_only_in_slice,n_common_outside_before,n_common_outside_after,n_a_only_outside_before,n_a_only_outside_after,n_b_only_outside_before,n_b_only_outside_after,fullA,fullB,sliceA,sliceB,expected_have,expected_need,have,need,prep_total_ms,prep_open_ms,prep_populate_ms,prep_commit_ms,prep_seal_ms,prep_expected_ms,prep_serialize_ms,open_ms,build_ms,reconcile_ms,decode_sort_ms,total_bench_ms,msg_count,bytes_a_to_b,bytes_b_to_a,A_apparent_bytes,A_alloc_bytes,A_used_bytes_est,B_apparent_bytes,B_alloc_bytes,B_used_bytes_est,A_depth,A_branch_pages,A_leaf_pages,A_overflow_pages,A_entries,A_last_pgno,A_page_size,B_depth,B_branch_pages,B_leaf_pages,B_overflow_pages,B_entries,B_last_pgno,B_page_size,rss_kb_before,rss_kb_after
scale_dense_1,scale_dense,1,8,BTreeLMDB,desc,0,2048,10,210000,210266,1,256,8,8,2000,2000,400,400,400,400,5064,5064,264,264,8,8,8,8,14.207,4.170,10.027,6.238,0.000,0.000,0.000,0.079,0.069,1.189,0.000,1.337,1,307,522,430080,425984,421888,430080,425984,421888,1,0,1,97,98,102,4096,1,0,1,97,98,102,4096,4992,8416
scale_dense_1,scale_dense,1,8,AELMDBSlice,desc,0,2048,10,210000,210266,1,256,8,8,2000,2000,400,400,400,400,5064,5064,264,264,8,8,8,8,15.695,4.074,11.617,6.105,0.000,0.000,0.000,0.076,0.009,0.160,0.000,0.245,1,307,522,425984,421888,417792,425984,421888,417792,3,4,93,0,5064,101,4096,3,4,93,0,5064,101,4096,5004,7908
scale_dense_1,scale_dense,1,8,NoAggWindowSliceAELMDB,desc,0,2048,10,210000,210266,1,256,8,8,2000,2000,400,400,400,400,5064,5064,264,264,8,8,8,8,15.695,4.074,11.617,6.105,0.000,0.000,0.000,0.063,0.003,0.182,0.000,0.248,1,307,522,425984,421888,417792,425984,421888,417792,3,4,93,0,5064,101,4096,3,4,93,0,5064,101,4096,4960,8000
scale_sparse_1,scale_sparse,1,8,Vector,desc,0,2048,10,510000,511060,2,512,16,16,3000,3000,600,600,600,600,7728,7728,528,528,16,16,16,16,2.006,0.054,0.199,0.000,0.382,0.251,1.118,1.060,0.001,0.126,0.000,1.187,2,857,860,309128,311296,309128,309128,311296,309128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948,7932
scale_sparse_1,scale_sparse,1,8,BTreeLMDB,desc,0,2048,10,510000,511060,2,512,16,16,3000,3000,600,600,600,600,7728,7728,528,528,16,16,16,16,18.406,3.848,14.547,8.335,0.000,0.000,0.000,0.087,0.028,0.974,0.000,1.089,2,857,860,643072,638976,634880,643072,638976,634880,2,1,3,146,147,154,4096,2,1,3,146,147,154,4096,4936,8544
scale_sparse_1,scale_sparse,1,8,AELMDBSlice,desc,0,2048,10,510000,511060,2,512,16,16,3000,3000,600,600,600,600,7728,7728,528,528,16,16,16,16,21.471,5.432,16.033,7.394,0.000,0.000,0.000,0.073,0.009,0.261,0.000,0.343,2,857,860,626688,622592,618496,626688,622592,618496,3,6,140,0,7728,150,4096,3,6,140,0,7728,150,4096,4996,7924
scale_sparse_1,scale_sparse,1,8,NoAggWindowSliceAELMDB,desc,0,2048,10,510000,511060,2,512,16,16,3000,3000,600,600,600,600,7728,7728,528,528,16,16,16,16,21.471,5.432,16.033,7.394,0.000,0.000,0.000,0.065,0.004,0.590,0.000,0.659,2,857,860,626688,622592,618496,626688,622592,618496,3,6,140,0,7728,150,4096,3,6,140,0,7728,150,4096,4976,8060
scale_dense_2,scale_dense,2,8,Vector,desc,0,2048,10,220000,221042,1,1024,16,16,4000,4000,800,800,800,800,10640,10640,1040,1040,16,16,16,16,2.751,0.055,0.306,0.000,0.660,0.253,1.475,1.710,0.001,0.130,0.000,1.841,2,841,844,425608,425984,425608,425608,425984,425608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5012,8220
scale_dense_2,scale_dense,2,8,BTreeLMDB,desc,0,2048,10,220000,221042,1,1024,16,16,4000,4000,800,800,800,800,10640,10640,1040,1040,16,16,16,16,25.987,6.151,19.825,11.008,0.000,0.000,0.000,0.087,0.033,0.959,0.000,1.078,2,841,844,856064,851968,847872,856064,851968,847872,2,1,3,198,199,206,4096,2,1,3,198,199,206,4096,5020,8880
scale_dense_2,scale_dense,2,8,AELMDBSlice,desc,0,2048,10,220000,221042,1,1024,16,16,4000,4000,800,800,800,800,10640,10640,1040,1040,16,16,16,16,28.030,4.197,23.826,9.214,0.000,0.000,0.000,0.076,0.017,0.264,0.000,0.357,2,841,844,839680,835584,831488,839680,835584,831488,3,7,191,0,10640,202,4096,3,7,191,0,10640,202,4096,4988,8216
scale_dense_2,scale_dense,2,8,NoAggWindowSliceAELMDB,desc,0,2048,10,220000,221042,1,1024,16,16,4000,4000,800,800,800,800,10640,10640,1040,1040,16,16,16,16,28.030,4.197,23.826,9.214,0.000,0.000,0.000,0.121,0.015,0.309,0.000,0.445,2,841,844,839680,835584,831488,839680,835584,831488,3,7,191,0,10640,202,4096,3,7,191,0,10640,202,4096,5000,8352
scale_sparse_2,scale_sparse,2,8,Vector,desc,0,2048,10,520000,524232,4,1024,32,32,6000,6000,1200,1200,1200,1200,15456,15456,1056,1056,32,32,32,32,4.574,0.068,0.516,0.000,1.046,0.323,2.618,2.109,0.001,0.134,0.000,2.244,2,1383,1372,618248,618496,618248,618248,618496,618248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948,8596
scale_sparse_2,scale_sparse,2,8,BTreeLMDB,desc,0,2048,10,520000,524232,4,1024,32,32,6000,6000,1200,1200,1200,1200,15456,15456,1056,1056,32,32,32,32,31.922,4.219,27.689,11.792,0.000,0.000,0.000,0.080,0.038,1.794,0.000,1.912,2,1383,1372,1241088,1236992,1232896,1241088,1236992,1232896,2,1,4,291,292,300,4096,2,1,4,291,292,300,4096,5012,8864
scale_sparse_2,scale_sparse,2,8,AELMDBSlice,desc,0,2048,10,520000,524232,4,1024,32,32,6000,6000,1200,1200,1200,1200,15456,15456,1056,1056,32,32,32,32,25.957,4.220,21.731,9.881,0.000,0.000,0.000,0.074,0.012,0.282,0.000,0.368,2,1383,1372,1220608,1216512,1212416,1220608,1216512,1212416,3,11,280,0,15456,295,4096,3,11,280,0,15456,295,4096,4976,8068
scale_sparse_2,scale_sparse,2,8,NoAggWindowSliceAELMDB,desc,0,2048,10,520000,524232,4,1024,32,32,6000,6000,1200,1200,1200,1200,15456,15456,1056,1056,32,32,32,32,25.957,4.220,21.731,9.881,0.000,0.000,0.000,0.062,0.007,0.334,0.000,0.403,2,1383,1372,1220608,1216512,1212416,1220608,1216512,1212416,3,11,280,0,15456,295,4096,3,11,280,0,15456,295,4096,4904,8136
scale_dense_3,scale_dense,3,8,Vector,desc,0,2048,10,230000,232330,1,2304,24,24,6000,6000,1200,1200,1200,1200,16728,16728,2328,2328,24,24,24,24,4.473,0.056,0.538,0.000,1.347,0.276,2.253,3.001,0.001,0.145,0.000,3.146,2,1203,1192,669128,671744,669128,669128,671744,669128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5012,8700
scale_dense_3,scale_dense,3,8,BTreeLMDB,desc,0,2048,10,230000,232330,1,2304,24,24,6000,6000,1200,1200,1200,1200,16728,16728,2328,2328,24,24,24,24,30.501,3.917,26.573,12.087,0.000,0.000,0.000,0.087,0.031,1.747,0.000,1.865,2,1203,1192,1310720,1306624,1302528,1310720,1306624,1302528,2,1,4,308,309,317,4096,2,1,4,308,309,317,4096,4964,9000
scale_dense_3,scale_dense,3,8,AELMDBSlice,desc,0,2048,10,230000,232330,1,2304,24,24,6000,6000,1200,1200,1200,1200,16728,16728,2328,2328,24,24,24,24,33.462,4.126,29.331,10.549,0.000,0.000,0.000,0.083,0.018,0.276,0.000,0.377,2,1203,1192,1286144,1282048,1277952,1286144,1282048,1277952,3,11,296,0,16728,311,4096,3,11,296,0,16728,311,4096,4964,8324
scale_dense_3,scale_dense,3,8,NoAggWindowSliceAELMDB,desc,0,2048,10,230000,232330,1,2304,24,24,6000,6000,1200,1200,1200,1200,16728,16728,2328,2328,24,24,24,24,33.462,4.126,29.331,10.549,0.000,0.000,0.000,0.061,0.011,0.329,0.000,0.400,2,1203,1192,1286144,1282048,1277952,1286144,1282048,1277952,3,11,296,0,16728,311,4096,3,11,296,0,16728,311,4096,5020,8452
scale_sparse_3,scale_sparse,3,8,Vector,desc,0,2048,10,530000,539516,6,1536,48,48,9000,9000,1800,1800,1800,1800,23184,23184,1584,1584,48,48,48,48,5.576,0.059,0.809,0.000,1.316,0.301,3.089,3.515,0.001,0.149,0.001,3.664,2,1895,1884,927368,929792,927368,927368,929792,927368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980,9180
scale_sparse_3,scale_sparse,3,8,BTreeLMDB,desc,0,2048,10,530000,539516,6,1536,48,48,9000,9000,1800,1800,1800,1800,23184,23184,1584,1584,48,48,48,48,37.646,4.148,33.487,15.226,0.000,0.000,0.000,0.085,0.053,1.468,0.001,1.607,2,1895,1884,1835008,1830912,1826816,1835008,1830912,1826816,2,1,5,435,436,445,4096,2,1,5,435,436,445,4096,4944,9620
scale_sparse_3,scale_sparse,3,8,AELMDBSlice,desc,0,2048,10,530000,539516,6,1536,48,48,9000,9000,1800,1800,1800,1800,23184,23184,1584,1584,48,48,48,48,35.150,3.799,31.348,13.107,0.000,0.000,0.000,0.078,0.013,0.299,0.001,0.390,2,1895,1884,1810432,1806336,1802240,1810432,1806336,1802240,3,16,419,0,23184,439,4096,3,16,419,0,23184,439,4096,4964,8076
scale_sparse_3,scale_sparse,3,8,NoAggWindowSliceAELMDB,desc,0,2048,10,530000,539516,6,1536,48,48,9000,9000,1800,1800,1800,1800,23184,23184,1584,1584,48,48,48,48,35.150,3.799,31.348,13.107,0.000,0.000,0.000,0.067,0.007,0.345,0.001,0.419,2,1895,1884,1810432,1806336,1802240,1810432,1806336,1802240,3,16,419,0,23184,439,4096,3,16,419,0,23184,439,4096,4996,8204
scale_dense_4,scale_dense,4,8,Vector,desc,0,2048,10,240000,244130,1,4096,32,32,8000,8000,1600,1600,1600,1600,23328,23328,4128,4128,32,32,32,32,4.917,0.047,0.597,0.000,1.966,0.219,2.086,3.692,0.001,0.155,0.000,3.847,2,1359,1348,933128,933888,933128,933128,933888,933128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4984,9192
scale_dense_4,scale_dense,4,8,BTreeLMDB,desc,0,2048,10,240000,244130,1,4096,32,32,8000,8000,1600,1600,1600,1600,23328,23328,4128,4128,32,32,32,32,32.108,4.171,27.930,14.279,0.000,0.000,0.000,0.079,0.059,1.550,0.000,1.688,2,1359,1348,1781760,1777664,1773568,1781760,1777664,1773568,2,1,5,422,423,432,4096,2,1,5,422,423,432,4096,4948,9744
scale_dense_4,scale_dense,4,8,AELMDBSlice,desc,0,2048,10,240000,244130,1,4096,32,32,8000,8000,1600,1600,1600,1600,23328,23328,4128,4128,32,32,32,32,34.995,4.239,30.751,12.764,0.000,0.000,0.000,0.131,0.019,0.297,0.000,0.446,2,1359,1348,1761280,1757184,1753088,1761280,1757184,1753088,3,16,407,0,23328,427,4096,3,16,407,0,23328,427,4096,5004,8352
scale_dense_4,scale_dense,4,8,NoAggWindowSliceAELMDB,desc,0,2048,10,240000,244130,1,4096,32,32,8000,8000,1600,1600,1600,1600,23328,23328,4128,4128,32,32,32,32,34.995,4.239,30.751,12.764,0.000,0.000,0.000,0.063,0.007,0.302,0.000,0.372,2,1359,1348,1761280,1757184,1753088,1761280,1757184,1753088,3,16,407,0,23328,427,4096,3,16,407,0,23328,427,4096,4992,8460
scale_sparse_4,scale_sparse,4,8,Vector,desc,0,2048,10,540000,556912,8,2048,64,64,12000,12000,2400,2400,2400,2400,30912,30912,2112,2112,64,64,64,64,4.999,0.046,0.833,0.000,1.184,0.203,2.731,4.749,0.001,0.156,0.001,4.906,2,2407,2396,1236488,1236992,1236488,1236488,1236992,1236488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4988,9796
scale_sparse_4,scale_sparse,4,8,BTreeLMDB,desc,0,2048,10,540000,556912,8,2048,64,64,12000,12000,2400,2400,2400,2400,30912,30912,2112,2112,64,64,64,64,41.482,3.717,37.757,19.121,0.000,0.000,0.000,0.081,0.066,1.884,0.001,2.030,2,2407,2396,2433024,2428928,2424832,2433024,2428928,2424832,2,1,6,580,581,591,4096,2,1,6,580,581,591,4096,4964,9744
scale_sparse_4,scale_sparse,4,8,AELMDBSlice,desc,0,2048,10,540000,556912,8,2048,64,64,12000,12000,2400,2400,2400,2400,30912,30912,2112,2112,64,64,64,64,44.473,3.831,40.639,16.271,0.000,0.000,0.000,0.137,0.037,0.340,0.001,0.514,2,2407,2396,2404352,2400256,2396160,2404352,2400256,2396160,3,21,559,0,30912,584,4096,3,21,559,0,30912,584,4096,4948,8328
scale_sparse_4,scale_sparse,4,8,NoAggWindowSliceAELMDB,desc,0,2048,10,540000,556912,8,2048,64,64,12000,12000,2400,2400,2400,2400,30912,30912,2112,2112,64,64,64,64,44.473,3.831,40.639,16.271,0.000,0.000,0.000,0.086,0.019,0.395,0.001,0.500,2,2407,2396,2404352,2400256,2396160,2404352,2400256,2396160,3,21,559,0,30912,584,4096,3,21,559,0,30912,584,4096,4976,8456
scale_dense_5,scale_dense,5,8,Vector,desc,0,2048,10,250000,256442,1,6400,40,40,10000,10000,2000,2000,2000,2000,30440,30440,6440,6440,40,40,40,40,7.368,0.048,1.507,0.000,2.849,0.237,2.727,4.227,0.001,0.174,0.001,4.402,2,1935,1924,1217608,1220608,1217608,1217608,1220608,1217608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4952,9724
scale_dense_5,scale_dense,5,8,BTreeLMDB,desc,0,2048,10,250000,256442,1,6400,40,40,10000,10000,2000,2000,2000,2000,30440,30440,6440,6440,40,40,40,40,39.264,4.231,35.026,17.276,0.000,0.000,0.000,0.087,0.071,1.730,0.001,1.887,2,1935,1924,2281472,2277376,2273280,2281472,2277376,2273280,2,1,6,543,544,554,4096,2,1,6,543,544,554,4096,4972,10520
scale_dense_5,scale_dense,5,8,AELMDBSlice,desc,0,2048,10,250000,256442,1,6400,40,40,10000,10000,2000,2000,2000,2000,30440,30440,6440,6440,40,40,40,40,43.580,4.057,39.520,16.008,0.000,0.000,0.000,0.077,0.018,0.282,0.001,0.377,2,1935,1924,2256896,2252800,2248704,2256896,2252800,2248704,3,20,524,0,30440,548,4096,3,20,524,0,30440,548,4096,5024,8568
scale_dense_5,scale_dense,5,8,NoAggWindowSliceAELMDB,desc,0,2048,10,250000,256442,1,6400,40,40,10000,10000,2000,2000,2000,2000,30440,30440,6440,6440,40,40,40,40,43.580,4.057,39.520,16.008,0.000,0.000,0.000,0.065,0.010,0.337,0.001,0.412,2,1935,1924,2256896,2252800,2248704,2256896,2252800,2248704,3,20,524,0,30440,548,4096,3,20,524,0,30440,548,4096,4932,8644
scale_sparse_5,scale_sparse,5,8,Vector,desc,0,2048,10,550000,576420,10,2560,80,80,15000,15000,3000,3000,3000,3000,38640,38640,2640,2640,80,80,80,80,7.622,0.058,2.493,0.000,1.454,0.225,3.390,6.303,0.001,0.165,0.001,6.469,2,2919,2908,1545608,1548288,1545608,1545608,1548288,1545608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964,10452
scale_sparse_5,scale_sparse,5,8,BTreeLMDB,desc,0,2048,10,550000,576420,10,2560,80,80,15000,15000,3000,3000,3000,3000,38640,38640,2640,2640,80,80,80,80,48.759,4.003,44.747,21.199,0.000,0.000,0.000,0.088,0.076,1.834,0.001,1.998,2,2919,2908,3031040,3026944,3022848,3031040,3026944,3022848,2,1,8,724,725,737,4096,2,1,8,724,725,737,4096,4960,10808
scale_sparse_5,scale_sparse,5,8,AELMDBSlice,desc,0,2048,10,550000,576420,10,2560,80,80,15000,15000,3000,3000,3000,3000,38640,38640,2640,2640,80,80,80,80,53.862,4.143,49.716,18.975,0.000,0.000,0.000,0.075,0.021,0.316,0.001,0.412,2,2919,2908,2990080,2985984,2981888,2990080,2985984,2981888,3,26,697,0,38640,727,4096,3,26,697,0,38640,727,4096,4924,8364
scale_sparse_5,scale_sparse,5,8,NoAggWindowSliceAELMDB,desc,0,2048,10,550000,576420,10,2560,80,80,15000,15000,3000,3000,3000,3000,38640,38640,2640,2640,80,80,80,80,53.862,4.143,49.716,18.975,0.000,0.000,0.000,0.064,0.015,0.374,0.001,0.453,2,2919,2908,2990080,2985984,2981888,2990080,2985984,2981888,3,26,697,0,38640,727,4096,3,26,697,0,38640,727,4096,4956,8572
scale_dense_6,scale_dense,6,8,Vector,desc,0,2048,10,260000,269266,1,9216,48,48,12000,12000,2400,2400,2400,2400,38064,38064,9264,9264,48,48,48,48,9.836,0.043,2.456,0.000,3.666,0.285,3.385,6.393,0.001,0.260,0.001,6.654,2,935,1940,1522568,1523712,1522568,1522568,1523712,1522568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968,10392
scale_dense_6,scale_dense,6,8,BTreeLMDB,desc,0,2048,10,260000,269266,1,9216,48,48,12000,12000,2400,2400,2400,2400,38064,38064,9264,9264,48,48,48,48,46.968,3.975,42.984,20.437,0.000,0.000,0.000,0.098,0.098,4.336,0.001,4.532,2,935,1940,2805760,2801664,2797568,2805760,2801664,2797568,2,1,7,670,671,682,4096,2,1,7,670,671,682,4096,4928,10996
scale_dense_6,scale_dense,6,8,AELMDBSlice,desc,0,2048,10,260000,269266,1,9216,48,48,12000,12000,2400,2400,2400,2400,38064,38064,9264,9264,48,48,48,48,52.345,4.922,47.420,17.712,0.000,0.000,0.000,0.089,0.022,0.508,0.001,0.619,2,935,1940,2781184,2777088,2772992,2781184,2777088,2772992,3,24,648,0,38064,676,4096,3,24,648,0,38064,676,4096,4948,8780
scale_dense_6,scale_dense,6,8,NoAggWindowSliceAELMDB,desc,0,2048,10,260000,269266,1,9216,48,48,12000,12000,2400,2400,2400,2400,38064,38064,9264,9264,48,48,48,48,52.345,4.922,47.420,17.712,0.000,0.000,0.000,0.076,0.019,0.635,0.001,0.730,2,935,1940,2781184,2777088,2772992,2781184,2777088,2772992,3,24,648,0,38064,676,4096,3,24,648,0,38064,676,4096,4960,8948
scale_sparse_6,scale_sparse,6,8,Vector,desc,0,2048,10,560000,598040,12,3072,96,96,18000,18000,3600,3600,3600,3600,46368,46368,3168,3168,96,96,96,96,9.467,0.042,3.167,0.000,1.815,0.254,4.188,7.411,0.002,0.177,0.001,7.589,2,3438,3442,1854728,1855488,1854728,1854728,1855488,1854728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996,11024
scale_sparse_6,scale_sparse,6,8,BTreeLMDB,desc,0,2048,10,560000,598040,12,3072,96,96,18000,18000,3600,3600,3600,3600,46368,46368,3168,3168,96,96,96,96,57.579,3.972,53.598,24.674,0.000,0.000,0.000,0.091,0.110,2.128,0.001,2.329,2,3438,3442,3629056,3624960,3620864,3629056,3624960,3620864,2,1,9,869,870,883,4096,2,1,9,869,870,883,4096,4916,11296
scale_sparse_6,scale_sparse,6,8,AELMDBSlice,desc,0,2048,10,560000,598040,12,3072,96,96,18000,18000,3600,3600,3600,3600,46368,46368,3168,3168,96,96,96,96,63.940,4.793,59.143,21.909,0.000,0.000,0.000,0.075,0.021,0.330,0.001,0.426,2,3438,3442,3584000,3579904,3575808,3584000,3579904,3575808,3,31,837,0,46368,872,4096,3,31,837,0,46368,872,4096,4980,8360
scale_sparse_6,scale_sparse,6,8,NoAggWindowSliceAELMDB,desc,0,2048,10,560000,598040,12,3072,96,96,18000,18000,3600,3600,3600,3600,46368,46368,3168,3168,96,96,96,96,63.940,4.793,59.143,21.909,0.000,0.000,0.000,0.063,0.013,0.387,0.001,0.462,2,3438,3442,3584000,3579904,3575808,3584000,3579904,3575808,3,31,837,0,46368,872,4096,3,31,837,0,46368,872,4096,4924,8444
scale_dense_7,scale_dense,7,8,Vector,desc,0,2048,10,270000,282602,1,12544,56,56,14000,14000,2800,2800,2800,2800,46200,46200,12600,12600,56,56,56,56,12.224,0.044,3.154,0.000,4.617,0.339,4.069,7.773,0.001,0.255,0.001,8.029,2,935,2248,1848008,1851392,1848008,1848008,1851392,1848008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5012,11020
scale_dense_7,scale_dense,7,8,BTreeLMDB,desc,0,2048,10,270000,282602,1,12544,56,56,14000,14000,2800,2800,2800,2800,46200,46200,12600,12600,56,56,56,56,54.975,4.005,50.963,23.194,0.000,0.000,0.000,0.245,0.197,7.536,0.001,7.977,2,935,2248,3362816,3358720,3354624,3362816,3358720,3354624,2,1,8,805,806,818,4096,2,1,8,805,806,818,4096,5012,11740
scale_dense_7,scale_dense,7,8,AELMDBSlice,desc,0,2048,10,270000,282602,1,12544,56,56,14000,14000,2800,2800,2800,2800,46200,46200,12600,12600,56,56,56,56,61.838,4.702,57.133,20.944,0.000,0.000,0.000,0.086,0.026,0.525,0.001,0.636,2,935,2248,3330048,3325952,3321856,3330048,3325952,3321856,3,28,778,0,46200,810,4096,3,28,778,0,46200,810,4096,4920,9216
scale_dense_7,scale_dense,7,8,NoAggWindowSliceAELMDB,desc,0,2048,10,270000,282602,1,12544,56,56,14000,14000,2800,2800,2800,2800,46200,46200,12600,12600,56,56,56,56,61.838,4.702,57.133,20.944,0.000,0.000,0.000,0.085,0.022,0.632,0.001,0.738,2,935,2248,3330048,3325952,3321856,3330048,3325952,3321856,3,28,778,0,46200,810,4096,3,28,778,0,46200,810,4096,4972,9388
scale_sparse_7,scale_sparse,7,8,Vector,desc,0,2048,10,570000,621772,14,3584,112,112,21000,21000,4200,4200,4200,4200,54096,54096,3696,3696,112,112,112,112,10.685,0.045,3.468,0.000,2.120,0.263,4.788,8.020,0.001,0.185,0.001,8.205,2,3950,3954,2163848,2166784,2163848,2163848,2166784,2163848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,11652
scale_sparse_7,scale_sparse,7,8,BTreeLMDB,desc,0,2048,10,570000,621772,14,3584,112,112,21000,21000,4200,4200,4200,4200,54096,54096,3696,3696,112,112,112,112,65.622,4.003,61.611,27.644,0.000,0.000,0.000,0.108,0.117,2.527,0.002,2.752,2,3950,3954,4222976,4218880,4214784,4222976,4218880,4214784,2,1,10,1013,1014,1028,4096,2,1,10,1013,1014,1028,4096,5000,12032
scale_sparse_7,scale_sparse,7,8,AELMDBSlice,desc,0,2048,10,570000,621772,14,3584,112,112,21000,21000,4200,4200,4200,4200,54096,54096,3696,3696,112,112,112,112,73.424,4.817,68.603,24.685,0.000,0.000,0.000,0.080,0.016,0.343,0.002,0.439,2,3950,3954,4182016,4177920,4173824,4182016,4177920,4173824,3,37,977,0,54096,1018,4096,3,37,977,0,54096,1018,4096,4996,8376
scale_sparse_7,scale_sparse,7,8,NoAggWindowSliceAELMDB,desc,0,2048,10,570000,621772,14,3584,112,112,21000,21000,4200,4200,4200,4200,54096,54096,3696,3696,112,112,112,112,73.424,4.817,68.603,24.685,0.000,0.000,0.000,0.072,0.010,0.386,0.002,0.468,2,3950,3954,4182016,4177920,4173824,4182016,4177920,4173824,3,37,977,0,54096,1018,4096,3,37,977,0,54096,1018,4096,4972,8340
scale_dense_8,scale_dense,8,8,Vector,desc,0,2048,10,280000,296450,1,16384,64,64,16000,16000,3200,3200,3200,3200,54848,54848,16448,16448,64,64,64,64,13.626,0.056,2.807,0.000,5.609,0.341,4.812,7.931,0.001,0.268,0.001,8.200,2,631,2428,2193928,2195456,2193928,2193928,2195456,2193928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4972,11716
scale_dense_8,scale_dense,8,8,BTreeLMDB,desc,0,2048,10,280000,296450,1,16384,64,64,16000,16000,3200,3200,3200,3200,54848,54848,16448,16448,64,64,64,64,64.168,4.044,60.116,26.858,0.000,0.000,0.000,0.147,0.230,4.972,0.001,5.349,2,631,2428,3940352,3936256,3932160,3940352,3936256,3932160,2,1,9,945,946,959,4096,2,1,9,945,946,959,4096,4988,12452
scale_dense_8,scale_dense,8,8,AELMDBSlice,desc,0,2048,10,280000,296450,1,16384,64,64,16000,16000,3200,3200,3200,3200,54848,54848,16448,16448,64,64,64,64,72.308,4.898,67.407,24.184,0.000,0.000,0.000,0.075,0.021,0.427,0.001,0.523,2,631,2428,3911680,3907584,3903488,3911680,3907584,3903488,3,33,915,0,54848,952,4096,3,33,915,0,54848,952,4096,4984,9624
scale_dense_8,scale_dense,8,8,NoAggWindowSliceAELMDB,desc,0,2048,10,280000,296450,1,16384,64,64,16000,16000,3200,3200,3200,3200,54848,54848,16448,16448,64,64,64,64,72.308,4.898,67.407,24.184,0.000,0.000,0.000,0.089,0.019,0.505,0.001,0.613,2,631,2428,3911680,3907584,3903488,3911680,3907584,3903488,3,33,915,0,54848,952,4096,3,33,915,0,54848,952,4096,5020,9624
scale_sparse_8,scale_sparse,8,8,Vector,desc,0,2048,10,580000,647616,16,4096,128,128,24000,24000,4800,4800,4800,4800,61824,61824,4224,4224,128,128,128,128,12.585,1.033,3.170,0.000,2.475,0.384,5.512,8.622,0.001,0.195,0.002,8.818,2,4462,4466,2472968,2473984,2472968,2472968,2473984,2472968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940,12176
scale_sparse_8,scale_sparse,8,8,BTreeLMDB,desc,0,2048,10,580000,647616,16,4096,128,128,24000,24000,4800,4800,4800,4800,61824,61824,4224,4224,128,128,128,128,81.487,7.790,73.687,32.578,0.000,0.000,0.000,0.090,0.136,2.445,0.002,2.671,2,4462,4466,4820992,4816896,4812800,4820992,4816896,4812800,2,1,11,1158,1159,1174,4096,2,1,11,1158,1159,1174,4096,4996,12432
scale_sparse_8,scale_sparse,8,8,AELMDBSlice,desc,0,2048,10,580000,647616,16,4096,128,128,24000,24000,4800,4800,4800,4800,61824,61824,4224,4224,128,128,128,128,85.888,6.181,79.702,28.446,0.000,0.000,0.000,0.080,0.017,0.342,0.002,0.439,2,4462,4466,4771840,4767744,4763648,4771840,4767744,4763648,3,42,1116,0,61824,1162,4096,3,42,1116,0,61824,1162,4096,4992,8372
scale_sparse_8,scale_sparse,8,8,NoAggWindowSliceAELMDB,desc,0,2048,10,580000,647616,16,4096,128,128,24000,24000,4800,4800,4800,4800,61824,61824,4224,4224,128,128,128,128,85.888,6.181,79.702,28.446,0.000,0.000,0.000,0.077,0.009,0.401,0.002,0.487,2,4462,4466,4771840,4767744,4763648,4771840,4767744,4763648,3,42,1116,0,61824,1162,4096,3,42,1116,0,61824,1162,4096,5000,8500
stress_bigdiff_dyn_1,stress_bigdiff_dyn,1,8,Vector,desc,0,2048,10,1020000,1025122,1,4096,1024,1024,2000,2000,400,400,400,400,9920,9920,5120,5120,1024,1024,1024,1024,2.556,0.062,0.528,0.000,0.390,0.671,0.902,1.580,0.001,0.612,0.017,2.193,2,33815,34716,396808,397312,396808,396808,397312,396808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,8444
stress_bigdiff_dyn_1,stress_bigdiff_dyn,1,8,BTreeLMDB,desc,0,2048,10,1020000,1025122,1,4096,1024,1024,2000,2000,400,400,400,400,9920,9920,5120,5120,1024,1024,1024,1024,16.732,3.725,12.999,8.018,0.000,0.000,0.000,0.088,0.028,5.509,0.018,5.625,2,33815,34716,696320,692224,688128,696320,692224,688128,2,1,3,159,160,167,4096,2,1,3,159,160,167,4096,5016,9080
